name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,Meal Type,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Goila Butter Chicken - Marathahalli,"Outer Ring Rd Commercial Premises Raja Ikon Building First Floor, Bengaluru 560037 India",India,560037,Karnataka,Indian        ,"Goila Butter Chicken ( GBC) is an internationally loved Indian Food delivery chain by well-known celebrity master chef Saransh Goila , Whose heart and award winning recipes have been charming clients across the globe . Known for its famed smoky butter chicken – A secret recipe from master chef with infusion of smoke and ratio of ingredients . Apart from its star attraction - butter chicken , Some of the must try bestselling items are GBC melt in mouth naan bombs , Goila Butter Paneer , Paneer Tikka , Chicken Tikka , Sindhi Style muttons and more ….. Delivering Kebabs , Curries , Rolls & More Across 50+ outlets.",   ,                       ,Delivery Takeout                           ,12.949297,77.69971,"Outer Ring Rd, Commercial Premises Raja Ikon Building First Floor, 560037",Lunch Dinner    ,0,+91 85888 87718,,,,
The Punjabi Rasoi- Whitefield,"222, 220/a, Itpl Main Road, Sadaramangala Opp. Shantiniketan Form Mall, Kiadb Export Promotion Industrial Area,whitefield, Bengaluru 560048 India",India,560048,Karnataka,Indian        ,,   ,                       ,                            ,12.96686,77.58743,"222, 220/a, Itpl Main Road, Sadaramangala Opp. Shantiniketan Form Mall, Kiadb Export Promotion Industrial Area,whitefield, 560048",     ,0,+91 99726 06622,,,,
Sizzler Cafe,"Inorbit Mall, Food Court, 1st Floor, EPIP Area, 6th Road, Whitefield, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,,,"Inorbit Mall, Food Court, 1st Floor, EPIP Area, 6th Road, Whitefield",     ,2,+91 99352 01771,5993,2848,4.5,3.027517796
Just Bake & Just Sandaes,"opposite Sagar Automobiles & Accenture, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,,,opposite Sagar Automobiles & Accenture,Lunch Dinner    ,3,+91 99865 25886,5993,3384,4,3.020673513
Hotel Sapphire Restaurant,"118 Nawab Hyderali Road Opposite Kalasipalam Bus Stop, City Market, Bengaluru 560002 India",India,560002,Karnataka,Chinese        ,,   ,                       ,                            ,,,"118 Nawab Hyderali Road, Opposite Kalasipalam Bus Stop, City Market, 560002",     ,2,+91 80 3232 3155,5993,3572,4,3.018702507
Just Bake,"304 B Block AECS Layout Next to CMRIT, bROOKEFIELD, bANGALORE 560037, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,,,"304 B Block AECS Layout Next to CMRIT, bROOKEFIELD, bANGALORE 560037, 560037",     ,3,+91 89706 50627,5993,2893,4,3.026599884
Chikpet Donne Biryani House,"SBI Staff Colony, Hoshalli Extension, Stage 1, Bengaluru 560040 India",India,560040,Karnataka,Indian        ,,   ,                       ,                            ,,,"SBI Staff Colony, Hoshalli Extension, Stage 1, 560040",     ,4,+91 80505 55399,5993,5938,3,2.792686939
Kabini,"36, Old Madras, 17th F Cross Corner, Next to Bmtc Bus Depot Gate, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Chinese        ,,   ,                       ,                            ,12.9838,77.63968,"36, Old Madras, 17th F Cross Corner, Next to Bmtc Bus Depot Gate, Indiranagar, 560038",     ,0,,,,,
Andy Ped,"281, 30th Main Road, Opp. Om Shakthi Hanuman Temple Hulimavu Fire Station Road, Bangalore 560076, Bengaluru 560076 India",India,560076,Karnataka,Italian Pizza       ,,   ,                       ,                            ,12.875308,77.599144,"281, 30th Main Road, Opp. Om Shakthi Hanuman Temple, Hulimavu Fire Station Road, Bangalore 560076, 560076",Lunch     ,0,+91 72044 31443,,,,
Dulcie's 95,"95, 1st B Cross, Mount Joy Extension, Hanumantha Nagar, Next To HP Petrol Bunk, Banashankari, Bengaluru 560027 India",India,560027,Karnataka,        ,,   ,                       ,                            ,12.94127,77.5638,"95, 1st B Cross, Mount Joy Extension, Hanumantha Nagar, Next To HP Petrol Bunk, Banashankari, 560027",     ,0,+91 98807 54338,,,,
Park N Eat,"#137/6d Subhash Nagar Next To Bajaj Showroom T.c.palya, Bengaluru 560049 India",India,560049,Karnataka,Chinese Indian       ,,   ,                       ,                            ,,,"#137/6d Subhash Nagar Next To Bajaj Showroom T.c.palya, 560049",     ,1,+91 99803 27874,5993,3015,5,3.02504158
Biryani By Kilo - Electronic City,"Ajmera Avenue, Shop No. 5, Neeladri Road, Karuna Nagar, Electronics City Phase 1,, Bengaluru 560100 India",India,560100,Karnataka,Indian        ,"At Biryani By Kilo, our Handi biryani is slow Dum-cooked using the choicest of ingredients, made fresh only on order. We deliver/serve Biryani in the same Handi in which it is Dum cooked on order to lock the delicious flavors, aromas & taste. BBK Kebabs, curries, breads & other Indian classical dishes are top notch too. 
In today’s fast-paced world, we need to slow down and enjoy life’s precious moments, especially food. We believe that food must be relished with fursat, in every bite. So when you dig in to our food, it’s “Fursat Wala Yum, Dum Dumma Dum Dum”.' 
We have 100+ outlets in 45+ cities and can be ordered through website, App, Call Centre (1800-212-2-212).
",   ,                       ,Delivery Takeout                           ,12.841933,77.647934,"Ajmera Avenue, Shop No. 5, Neeladri Road,, Karuna Nagar, Electronics City Phase 1,, 560100",Lunch Dinner    ,0,+91 1800 212 2212,,,,
Asia Seven Whitefield,"Colour Lines Unit Second Whitefield Main Rd Unit Sfc - 08 Second Floor, Food Court, Phoenix Marketcity, Mahadevapura, Bengaluru 560048 India",India,560048,Karnataka,        ,"Asia Seven promises food lovers with an experience unmatched by any other. What sets us apart are the usage of freshly sourced ingredients and extra potion of love that our chef adds to each dish. While the famed and extensive sizzlers are at the heart of the menu, our culinary repertoire is much broader with a variety of noodles, wok-fried vegetables, seafood & juicy meat, all showcasing the finest of fresh seasonal produce.",   ,                       ,                            ,,,"Colour Lines Unit Second Whitefield Main Rd Unit Sfc - 08, Second Floor, Food Court, Phoenix Marketcity, Mahadevapura, 560048",Lunch Dinner    ,1,+91 81306 10064,5993,4071,4,3.012989283
Namma Adigas,"Metro Pillar 207, Raghuvanahalli, Kanakapura Road, Bengaluru 560062 India",India,560062,Karnataka,Chinese Indian Fast Food      ,Vegetarian fine dine AC restaurant,   ,                       ,                            ,12.878791,77.5454,"Metro Pillar 207, Raghuvanahalli, Kanakapura Road, 560062",Breakfast Lunch Dinner   ,0,+91 82771 05555,,,,
Achaar Indian Social House,"Forum Shantiniketan, Whitefield, Bengaluru, Karnataka, Bengaluru 560067 India",India,560067,Karnataka,        ,,   ,                       ,                            ,,,"Forum Shantiniketan, Whitefield, Bengaluru, Karnataka, 560067",     ,2,+91 76760 43410,5993,2899,4,3.026443958
Banga Tuta,"Banglore University Road, Bengaluru 560060 India",India,560060,Karnataka,        ,,   ,                       ,                            ,12.966838,77.58802,"Banglore University Road, 560060",     ,0,1.86E+12,,,,
Green Chillies Restaurant,"Opposite To RBI Water Tank Near Brigade Millenium, JP Nagar, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,,,"Opposite To RBI Water Tank, Near Brigade Millenium, JP Nagar, 560078",Lunch Dinner    ,2,40919901,5993,3335,4,3.021265268
Shanghai Court Uttrahalli,"413 Kengeri Main Road, Bengaluru 560061 India",India,560061,Karnataka,Chinese        ,,   ,                       ,                            ,12.96643,77.58718,"413 Kengeri Main Road, 560061",     ,0,+91 97311 75999,,,,
Augusta Cafe,"Augusta Club, Brigade Gardenia Campus, Rbi Layout, 8th Phase, Near Capital School, Jp Nagar, Bengaluru 560078 India",India,560078,Karnataka,Chinese        ,,   ,                       ,                            ,,,"Augusta Club, Brigade Gardenia Campus, Rbi Layout, 8th Phase, Near Capital School, Jp Nagar, 560078",     ,1,+91 97422 98686,5993,3012,5,3.025085211
Bia Blasta Restaurant,"8, Opposite Ksrp Camp, Hosa Rd,choodasandra, Bengaluru 560035 India",India,560035,Karnataka,Chinese Indian Diner      ,,   ,                       ,                            ,12.878595,77.67199,"8, Opposite Ksrp Camp, Hosa Rd,choodasandra, 560035",Lunch Dinner    ,0,+91 70128 51228,,,,
Pizza Cucina,"CKR Complex Seeghahalli WHITEFIELD F7 & F8 First Floor Above House of Handmades, Bengaluru 560067 India",India,560067,Karnataka,Italian        ,"Replicating the magic of Italian Grandma's Pizza's recipes in Bangalore by Chef Neelima from Le Cordon Bleu. Delicious, home made all fresh ingredients - healthy, filling and yummy! Eat it to never forget it!!!",   ,                       ,Delivery Reservations Seating Parking Available Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards                    ,13.013078,77.76264,"CKR Complex Seeghahalli WHITEFIELD, F7 & F8 First Floor Above House of Handmades, 560067",Lunch Dinner    ,0,+91 89717 29293,,,,
Mooch Marod,"#352, varthur Road, Near SGR Spencer Aswath Nagar, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,,,"#352, varthur Road, Near SGR Spencer, Aswath Nagar, 560037",Lunch Dinner    ,1,+91 88844 88520,5993,2738,5,3.029676437
Goitalia-koramangala,"914 80 Feet Road, Bengaluru 560095 India",India,560095,Karnataka,Italian        ,,   ,                       ,                            ,12.93959,77.62568,"914 80 Feet Road, 560095",     ,0,+91 80 4151 5858,,,,
Biryani Central By Milestone,"116/1B, Munekolla, Dr. Syamala Reddy Dental College Road, Marathahalli Near Lakshmi Narayana Temple, Bengaluru India",India,,Karnataka,Chinese        ,,   ,                       ,                            ,,,"116/1B, Munekolla, Dr. Syamala Reddy Dental College Road, Marathahalli, Near Lakshmi Narayana Temple",     ,3,+91 80504 44499,5993,3070,4,3.024512529
Sri Nanjamma Chicken Centre,"36 10th A Cross Road, Bengaluru 560079 India",India,560079,Karnataka,        ,,   ,                       ,                            ,12.979897,77.54287,"36 10th A Cross Road, 560079",     ,0,,,,,
Paakashala,"#961/1, BEL Layout, Vidyaranyapura Main Road, Bengaluru 560097 India",India,560097,Karnataka,Chinese Indian       ,"Paakashala is a rare theme based multi-cuisine vegetarian restaurant featuring a total and complete experience for customers. A top “Customer focused” high quality, hygienic, tasty foods offered in North, South, Chinese & Continental Delicacies.",   ,                       ,                            ,13.071917,77.556175,"#961/1, BEL Layout, Vidyaranyapura Main Road, 560097",Breakfast Lunch Dinner   ,0,+91 73488 73555,,,,
Sukh Sagar Express,"Orion Mall, Brigade Gateway, Food Court, Dr. Rajkumar Road, Malleshwaram, Bengaluru 560055 India",India,560055,Karnataka,        ,,   ,                       ,                            ,,,"Orion Mall, Brigade Gateway, Food Court, Dr. Rajkumar Road, Malleshwaram, 560055",     ,6,+91 80 2268 2142,5993,3089,3.5,3.024181604
Sri Guru Sweets,"#13, Bda Complex Nagarabhavi, Bengaluru 560072 India",India,560072,Karnataka,        ,,   ,                       ,                            ,,,"#13, Bda Complex, Nagarabhavi, 560072",     ,1,+91 98800 95556,5993,4049,4,3.013158321
Sri Shanthi Bhavan,"26, 2nd Main Road, 3rd Cross, Near Shankara Mutt, Chamarajpet, Bengaluru 560019 India",India,560019,Karnataka,        ,,   ,                       ,                            ,12.94574,77.56362,"26, 2nd Main Road, 3rd Cross, Near Shankara Mutt, Chamarajpet, 560019",     ,0,+91 80 2242 1580,,,,
Mahadii's Andhra Style Cuisine,"Beml Layout,mailasandra,, Bengaluru 560059 India",India,560059,Karnataka,Indian        ,,   ,                       ,                            ,,,"Beml Layout,mailasandra,, 560059",Lunch Dinner    ,1,+91 99808 76157,5993,3174,5,3.023247004
Speedbreaker-the Desi Cafe,"6 31st Main Road, Bengaluru 560068 India",India,560068,Karnataka,        ,,   ,                       ,                            ,12.91685,77.61771,"6 31st Main Road, 560068",     ,0,,,,,
Mumbai Vadapavvala,"4th Block, Near Mcdonald's, Bengaluru 560041 India",India,560041,Karnataka,        ,,   ,                       ,                            ,,,"4th Block, Near Mcdonald's, 560041",     ,4,+91 95903 77776,5993,2716,4,3.030123234
Sea Food Paradise,"Katriguppe Main Road Bangalore 560085, Bengaluru India",India,,Karnataka,Street Food        ,,   ,                       ,                            ,,,Katriguppe Main Road Bangalore 560085,     ,0,+91 99806 14828,,,,
Chats Point,"402 30th Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.91047,77.58164,"402 30th Main Road, 560078",     ,0,,,,,
McDonalds McDonalds R K Mills Bangalore,"2 Dr Rajkumar Road, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,13.0017,77.55309,"2 Dr Rajkumar Road, 560010",     ,0,,,,,
Kamadenu Restaurant,"100 Feet, Ring Road, Kormangala, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.938371,77.62969,"100 Feet, Ring Road, Kormangala, 560095",     ,0,,,,,
Home Made Meals,"13th Cross Kethmaranahalli Parallel To Dr. Rajkumar Kumar Road Rajajinagar Behind Roman Technology, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,13.001086,77.552414,"13th Cross Kethmaranahalli Parallel To Dr. Rajkumar Kumar Road Rajajinagar Behind Roman Technology, 560010",     ,0,+91 98443 91549,,,,
Belgian Waffle Factory Indiranagar,"Building 546, CMH Road, Indiranagar,n, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.978074,77.637634,"Building 546, CMH Road, Indiranagar,n, 560038",     ,0,,,,,
Slv Hotel Purohit,"1st Floor 7th Block 61 Kr Road, Opposite To Mm Industries, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.93027,77.57558,"1st Floor 7th Block 61 Kr Road, Opposite To Mm Industries, 560011",     ,0,(+91) 80 2676130,,,,
Biggies Burger Hsr Layout,"HSR LAYOUT. No.447, Bengaluru 560102 India",India,560102,Karnataka,American Cafe       ,,   ,                       ,                            ,12.913938,77.63747,"HSR LAYOUT. No.447, 560102",     ,0,+91 90199 10514,,,,
Nellore Mess,"No. 2, Pai Layout, 1st Stage, CV Raman Nagar, Bengaluru 560016 India",India,560016,Karnataka,        ,,   ,                       ,                            ,,,"No. 2, Pai Layout, 1st Stage, CV Raman Nagar, 560016",     ,4,+91 92431 19927,5993,3582,3.5,3.018585443
Salut,"4 11th Main Road, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.93205,77.58612,"4 11th Main Road, 560011",     ,0,+91 89712 85555,,,,
Samrat,"2234 4th Main Road, Bengaluru 560040 India",India,560040,Karnataka,        ,,   ,                       ,                            ,12.965464,77.53831,"2234 4th Main Road, 560040",     ,0,,,,,
Orzuv Diner,"1st Floor, Lavender Petal, Vibgyor School Road, Kundanhalli, Whitefield,560066, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.954176,77.71757,"1st Floor, Lavender Petal, Vibgyor School Road, Kundanhalli, Whitefield,560066, 560066",Lunch Dinner    ,0,+91 88251 21758,,,,
Basaveshwara Khanavali,"Kodihalli Main Rd HAL 2nd Stage, Kodihalli, Bengaluru 560008 India",India,560008,Karnataka,Indian        ,,   ,                       ,                            ,,,"Kodihalli Main Rd, HAL 2nd Stage, Kodihalli, 560008",     ,1,+91 97410 02269,5993,2997,5,3.025287867
Sri Raghavendra Hot Chips,"77 1st Main Road, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,12.988494,77.548004,"77 1st Main Road, 560010",     ,0,,,,,
Cafe Coffee Day,"482, BEML Layout, 3rd Stage, Near Bombay Dyeing, Rajarajeshwari Nagar, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.91873,77.51217,"482, BEML Layout, 3rd Stage, Near Bombay Dyeing, Rajarajeshwari Nagar, 560098",     ,0,+91 80 6539 1011,,,,
Snacks Centre,"24 7th Cross Road, Bengaluru 560003 India",India,560003,Karnataka,        ,,   ,                       ,                            ,12.998262,77.56967,"24 7th Cross Road, 560003",     ,0,,,,,
Zak Cafe,"Zak Cafe, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.9009,77.59344,"Zak Cafe, 560078",     ,0,+91 81568 88005,,,,
Mandala Cafe,"New B E L Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.03316,77.56922,"New B E L Road, 560054",     ,0,,,,,
Anwar Bhai's,"15th Cross,madiwala,behind Iyyappa Temple, Bengaluru 560068 India",India,560068,Karnataka,        ,,   ,                       ,                            ,12.923773,77.61814,"15th Cross,madiwala,behind Iyyappa Temple, 560068",     ,0,,,,,
Shri Balaji Tiffin Centre,"652 1st Main Road, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,12.969445,77.69361,"652 1st Main Road, 560037",     ,0,,,,,
Woodees Wood Pressed Oil Manufacturers,"24 Vidyaranyapura Road, Bengaluru 560097 India",India,560097,Karnataka,        ,,   ,                       ,                            ,13.061258,77.555916,"24 Vidyaranyapura Road, 560097",     ,0,+91 86185 97837,,,,
Bengaluru Bar And Restaurant,"Vasanthapura Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.895023,77.555435,"Vasanthapura Main Road, 560078",     ,0,,,,,
The Scene Bengaluru,"773 Outer Ring Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.906463,77.58036,"773 Outer Ring Road, 560078",     ,0,,,,,
L. G. Iyengar's Bakery,"3712, 5th Cross, 4th Main, Near Venkateshwara Clinic, Sampangirama Nagar, Bengaluru 560045 India",India,560045,Karnataka,        ,,   ,                       ,                            ,12.9675,77.59264,"3712, 5th Cross, 4th Main, Near Venkateshwara Clinic, Sampangirama Nagar, 560045",     ,0,+91 97313 63587,,,,
Chat 2our,"Chat 2our, The Food Studio, 35b, Opp. To Sbi Bank, Kasavanahalli, Karnataka 560035, Bengaluru 560035 India",India,560035,Karnataka,        ,,   ,                       ,                            ,12.909898,77.68069,"Chat 2our, The Food Studio, 35b, Opp. To Sbi Bank, Kasavanahalli, Karnataka 560035, 560035",     ,0,,,,,
Priya Juice Centre,"79, SM Complex, Sarjapur Road, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.92091,77.66485,"79, SM Complex, Sarjapur Road",     ,0,+91 81478 97139,,,,
Kolkata King Katti Rolls And Momos,"46 R. V. Road, Bengaluru 560004 India",India,560004,Karnataka,        ,,   ,                       ,                            ,12.940317,77.58001,"46 R. V. Road, 560004",     ,0,1.07E+11,,,,
Idukki Gold,"1 Thogur Road, Bengaluru 560100 India",India,560100,Karnataka,        ,,   ,                       ,                            ,12.8586,77.64619,"1 Thogur Road, 560100",     ,0,,,,,
2 Bros & A Bun,"755 Sri Krishana Temple Road, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.9792,77.6448,"755 Sri Krishana Temple Road, 560038",     ,0,,,,,
Rajini,"3 Block 8 Road, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.934616,77.61337,"3 Block 8 Road, 560095",     ,0,,,,,
Lassi Shop,"697 60 Feet Road, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.910962,77.520996,"697 60 Feet Road, 560098",     ,0,,,,,
Polar Bear Gangamma Circle,"Gangamma Circle, Bengaluru 560013 India",India,560013,Karnataka,        ,,   ,                       ,                            ,13.058757,77.54616,"Gangamma Circle, 560013",     ,0,,,,,
Janatha Cafe,"19 Hennur Bagalur Main Road, Bengaluru 560077 India",India,560077,Karnataka,        ,,   ,                       ,                            ,13.057907,77.64867,"19 Hennur Bagalur Main Road, 560077",     ,0,,,,,
Vyanjan,"767 16th Main Road, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.913753,77.6089,"767 16th Main Road, 560076",     ,0,+91 99169 37446,,,,
D View Cafe,"1323 Phase 1 Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.91043,77.58793,"1323 Phase 1 Road, 560078",     ,0,+91 95389 43596,,,,
Biryaneezz,"46 2nd Main Road, Bengaluru 560029 India",India,560029,Karnataka,        ,,   ,                       ,                            ,12.91785,77.60055,"46 2nd Main Road, 560029",     ,0,+91 95295 06685,,,,
Juicemaker,"617 2nd Main Road, Bengaluru 560038 India",India,560038,Karnataka,        ,,   ,                       ,                            ,12.98239,77.63944,"617 2nd Main Road, 560038",     ,0,+91 73382 25251,,,,
Blend It All,"A2 11th Cross Road, Bengaluru 560003 India",India,560003,Karnataka,        ,,   ,                       ,                            ,13.00178,77.56621,"A2 11th Cross Road, 560003",     ,0,+91 96326 79777,,,,
Durga Condiments Btm,"752 7th Cross Road, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.91391,77.60954,"752 7th Cross Road, 560076",     ,0,+91 90089 11122,,,,
"Sri Sairam's Chats And Juice, 15th Cross Malleshwaram","81 2nd Temple Street, Bengaluru 560003 India",India,560003,Karnataka,        ,,   ,                       ,                            ,13.005427,77.57211,"81 2nd Temple Street, 560003",     ,0,+91 94498 80933,,,,
Sree Vinayaka Food Paradise,"Bda Complex, 15/2, Near Bangalore One, Hbr Layout, Bengaluru 560045 India",India,560045,Karnataka,        ,,   ,                       ,                            ,13.04124,77.62416,"Bda Complex, 15/2, Near Bangalore One, Hbr Layout, 560045",     ,0,+91 96329 62462,,,,
Unchi Wali Chai & The Shef Society,"Staywithus Mg Road, Bengaluru 560025 India",India,560025,Karnataka,        ,,   ,                       ,                            ,12.955546,77.639885,"Staywithus Mg Road, 560025",     ,0,+91 87478 61760,,,,
Huber & Holly,"C001 Marathahalli Road, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,12.956653,77.69993,"C001 Marathahalli Road, 560037",     ,0,+91 94836 64848,,,,
Lunchwala,"Flat 008, Ds Max Spring Nest, 5th Cross, Rajanna Layout, Horamavu Agara, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.040586,77.65227,"Flat 008, Ds Max Spring Nest, 5th Cross, Rajanna Layout, Horamavu Agara, 560043",     ,0,+91 98865 06103,,,,
Eshwaram Cafe,"1531 14th Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.9088,77.56417,"1531 14th Main Road, 560078",     ,0,,,,,
Millennials,"4 100 Feet Ring Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.90408,77.60073,"4 100 Feet Ring Road, 560078",     ,0,+91 80 4148 6363,,,,
Sandeep Store,"7 3rd Main Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.03368,77.55518,"7 3rd Main Road, 560054",     ,0,,,,,
Shop The Cake,"642 Rbi Layout Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.89203,77.5803,"642 Rbi Layout Main Road, 560078",     ,0,,,,,
Sitaphal Restaurant,"7 24th Main Road, Bengaluru 560102 India",India,560102,Karnataka,        ,,   ,                       ,                            ,12.919576,77.64838,"7 24th Main Road, 560102",     ,0,+91 99458 16678,,,,
Sanskriti Veg Restaurant,"56 Jyothi Niwas College Road, Bengaluru 560034 India",India,560034,Karnataka,        ,,   ,                       ,                            ,12.93361,77.61577,"56 Jyothi Niwas College Road, 560034",     ,0,,,,,
Basaveshwar Khanavali,"6 1st Cross Road, Bengaluru 560034 India",India,560034,Karnataka,        ,,   ,                       ,                            ,12.932825,77.584045,"6 1st Cross Road, 560034",     ,0,,,,,
Padmavati Spices,"14 A Street, Bengaluru 560008 India",India,560008,Karnataka,        ,,   ,                       ,                            ,12.97533,77.62635,"14 A Street, 560008",     ,0,+91 99204 82240,,,,
Belarani Tea Library,"G1, Bengaluru 560008 India",India,560008,Karnataka,        ,,   ,                       ,                            ,12.973003,77.62799,"G1, 560008",     ,0,+91 86184 44262,,,,
Karnataka Bakers Mart,"1187 26th Main Road, Bengaluru 560070 India",India,560070,Karnataka,        ,,   ,                       ,                            ,12.9172,77.59333,"1187 26th Main Road, 560070",     ,0,+91 97405 60074,,,,
Pathanjali Stores - Sri Ram General Stores -mathikere,"41 12th Main Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.02896,77.55843,"41 12th Main Road, 560054",     ,0,+91 80503 43067,,,,
Queens Restaurant,"45, 1st Main Rmv Ext 2nd Stage Kge Layout, Mathikere, Bengaluru 560094 India",India,560094,Karnataka,        ,,   ,                       ,                            ,13.028688,77.57196,"45, 1st Main Rmv Ext 2nd Stage, Kge Layout, Mathikere, 560094",     ,0,,,,,
Keventers,"8 Bannerghatta Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.89017,77.59786,"8 Bannerghatta Main Road, 560078",     ,0,+91 80679 22492,,,,
Sunny’s Restaurant,"No.50, Lavelle Road,ML Subbaraju Road, Bengaluru India",India,,Karnataka,Indian Cafe Mediterranean Fusion Diner    ,,   ,                       ,                            ,,,"No.50, Lavelle Road,ML Subbaraju Road",     ,0,+91 80 4132 9366,,,,
Darbar,"282 Inner Ring Road, Bengaluru 560071 India",India,560071,Karnataka,        ,,   ,                       ,                            ,12.955761,77.64121,"282 Inner Ring Road, 560071",     ,0,+91 80 2535 3344,,,,
Wildcacao,"40 Kammanahalli Main Road, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.016846,77.63603,"40 Kammanahalli Main Road, 560043",     ,0,+91 97466 66406,,,,
Aarush Pan Bandar,"5/10 New Bel Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.03288,77.5696,"5/10 New Bel Road, 560054",     ,0,+91 81472 32890,,,,
1522 The Pub,"21 New Bel Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.0329,77.56942,"21 New Bel Road, 560054",     ,0,+91 80 4965 2895,,,,
Bheem Millet Health Mix - A Product Of Tanishka Foods,"232 4th Cross Road, Bengaluru 560054 India",India,560054,Karnataka,        ,,   ,                       ,                            ,13.030576,77.5561,"232 4th Cross Road, 560054",     ,0,+91 98868 01121,,,,
Kkinteriors,"13 6th Main Road, Bengaluru 560068 India",India,560068,Karnataka,        ,,   ,                       ,                            ,12.89648,77.62237,"13 6th Main Road, 560068",     ,0,+91 88842 10500,,,,
Rr Vatika,"302 10th Cross Road, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.926004,77.517876,"302 10th Cross Road, 560098",     ,0,+91 70197 42240,,,,
Chota Mota,"38/1 Kanakapura Road, Bengaluru 560062 India",India,560062,Karnataka,        ,,   ,                       ,                            ,12.88755,77.55277,"38/1 Kanakapura Road, 560062",     ,0,9.16E+11,,,,
D3 Cafe,"25 Manipal Hospital Road, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.92211,77.51453,"25 Manipal Hospital Road, 560098",     ,0,+91 89717 44449,,,,
Modern Breads,"30 2nd Stage Road, Bengaluru 560022 India",India,560022,Karnataka,        ,,   ,                       ,                            ,13.025236,77.53402,"30 2nd Stage Road, 560022",     ,0,1.10E+11,,,,
On The Rocks,"13/14 Dr. Vishnuvardhan Road, Bengaluru 560098 India",India,560098,Karnataka,        ,,   ,                       ,                            ,12.90321,77.52306,"13/14 Dr. Vishnuvardhan Road, 560098",     ,0,+91 80505 22122,,,,
Sandwich Square,"650 24th Main Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.9167,77.58579,"650 24th Main Road, 560078",     ,0,+91 95350 85413,,,,
Kaffee Klatsch Bengaluru,"17th Cross Bridge, Opp: White Horse 1522 Pub,malleshwaram West, Bengaluru 560055 India",India,560055,Karnataka,        ,,   ,                       ,                            ,13.008049,77.557556,"17th Cross Bridge, Opp: White Horse 1522 Pub,malleshwaram West, 560055",     ,0,+91 90365 22965,,,,
